DBuid	StrainName	Date added	DNA	DNAextractNo	Species	Strain Background	Modifications	Source	Other notes (all are in ca. 15% glycerol)
W5	TAX13-ve	15/11/2011	16/11/2011	23	none	NA	none	Heather Robinson	NA
W6	ZP530.1A	15/11/2011	16/11/2011	24	S. cerevisiae	wild	none	Heather Robinson	positive control in Sniegowski enrichment medium, on Sniegowski selection plates and for DNA extraction
W7	ZP566.1A	15/11/2011	16/11/2011	1	S. cerevisiae	wild	none	Heather Robinson	positive control in Sniegowski enrichment medium, on Sniegowski selection plates and for DNA extraction
W8	TAX3C.YM	15/11/2011	16/11/2011	2	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from YPD
W9	TAX13D.1	15/11/2011	16/11/2011	3	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from YPD
W10	TAX4C.1C	15/11/2011	16/11/2011	4	yeast-like	wild	none	Heather Robinson	single white yeast-like colony picked from YPD
W11	TAX4B.1B	15/11/2011	16/11/2011	5	yeast-like	wild	none	Heather Robinson	single brown yeast-like colony picked from YPD
W12	TAX7B.1B	15/11/2011	16/11/2011	6	yeast-like	wild	none	Heather Robinson	single brown yeast-like colony picked from YPD
W13	TAX13-ve	15/11/2011	16/11/2011	7	none	NA	none	Heather Robinson	NA
W14	TAX3C.SM	15/11/2011	16/11/2011	8	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W16	TAX13A.SM	15/11/2011	16/11/2011	10	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W17	TAX13A.1	15/11/2011	16/11/2011	11	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W18	TAX6A.SM	15/11/2011	16/11/2011	12	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W20	TAX14C.SM	15/11/2011	16/11/2011	14	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W22	TAX15C.SM	15/11/2011	16/11/2011	16	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W23	TAX15C.1	15/11/2011	16/11/2011	17	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W24	TAX15D.SM	15/11/2011	16/11/2011	18	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W25	TAX15D.1	15/11/2011	16/11/2011	19	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W26	TAX1D.SM	15/11/2011	16/11/2011	20	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W27	TAX1D.1	15/11/2011	16/11/2011	21	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W28	TAX1A.1A	15/11/2011	16/11/2011	22	yeast-like	wild	none	Heather Robinson	single pink yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W29	TAX13-ve	15/11/2011	16/11/2011	23	none	NA	none	Heather Robinson	NA
W30	ZP530.1A	15/11/2011	16/11/2011	24	S. cerevisiae	wild	none	Heather Robinson	positive control in Sniegowski enrichment medium, on Sniegowski selection plates and for DNA extraction
W31	ZP566.1A	17/11/2011	18/11/2011	1	S. cerevisiae	wild	none	Heather Robinson	positive control in Sniegowski enrichment medium, on Sniegowski selection plates and for DNA extraction
W32	TAX3C.1	17/11/2011	18/11/2011	2	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W33	TAX6A.1	17/11/2011	18/11/2011	3	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W34	TAX14C.1	17/11/2011	18/11/2011	4	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W35	TAX1A.1B	17/11/2011	18/11/2011	5	yeast-like	wild	none	Heather Robinson	single white yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W36	TAX14B.SM	17/11/2011	18/11/2011	6	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W37	TAX14B.1	17/11/2011	18/11/2011	7	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W38	TAX11C.SM 	17/11/2011	18/11/2011	8	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W39	TAX11C.1 	17/11/2011	18/11/2011	9	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W40	TAX12A.SM 	17/11/2011	18/11/2011	10	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W41	TAX12A.1	17/11/2011	18/11/2011	11	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W42	TAX13-ve	17/11/2011	18/11/2011	12	none	NA	none	Heather Robinson	NA
W43	ZP530.1A	17/11/2011	18/11/2011	13	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W44	TAX12D.SM	17/11/2011	18/11/2011	14	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W45	TAX12D.1	17/11/2011	18/11/2011	15	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W46	TAX9A.1	17/11/2011	18/11/2011	16	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W47	TAX9A.SM 	17/11/2011	18/11/2011	17	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W48	TAX13C.SM 	17/11/2011	18/11/2011	18	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W49	TAX13C.1	17/11/2011	18/11/2011	19	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W50	TAX11A.SM 	17/11/2011	18/11/2011	20	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W51	TAX11A.1	17/11/2011	18/11/2011	21	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W52	TAX12B.SM 	17/11/2011	18/11/2011	22	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W53	TAX12B.1	17/11/2011	18/11/2011	23	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W54	TAX13-ve	17/11/2011	18/11/2011	24	none	NA	none	Heather Robinson	NA
W55	ZP566.1A	17/11/2011	18/11/2011	1	S. cerevisiae	wild	none	Heather Robinson	positive control in Sniegowski enrichment medium, on Sniegowski selection plates and for DNA extraction
W56	TAX3C.1	17/11/2011	18/11/2011	2	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W57	TAX6A.1	17/11/2011	18/11/2011	3	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W58	TAX14C.1	17/11/2011	18/11/2011	4	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W59	TAX1A.1B	17/11/2011	18/11/2011	5	yeast-like	wild	none	Heather Robinson	single white yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W60	TAX14B.SM	17/11/2011	18/11/2011	6	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W61	TAX14B.1	17/11/2011	18/11/2011	7	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W62	TAX11C.SM 	17/11/2011	18/11/2011	8	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W63	TAX11C.1 	17/11/2011	18/11/2011	9	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W64	TAX12A.SM 	17/11/2011	18/11/2011	10	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W65	TAX12A.1	17/11/2011	18/11/2011	11	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W66	TAX13-ve	17/11/2011	18/11/2011	12	none	NA	none	Heather Robinson	NA
W67	ZP530.1A	17/11/2011	18/11/2011	13	S. cerevisiae	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W68	TAX12D.SM	17/11/2011	18/11/2011	14	S. cerevisiae	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W69	TAX12D.1	17/11/2011	18/11/2011	15	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W70	TAX9A.1	17/11/2011	18/11/2011	16	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W71	TAX9A.SM 	17/11/2011	18/11/2011	17	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W72	TAX13C.SM 	17/11/2011	18/11/2011	18	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W73	TAX13C.1	17/11/2011	18/11/2011	19	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W74	TAX11A.SM 	17/11/2011	18/11/2011	20	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W75	TAX11A.1	17/11/2011	18/11/2011	21	yeast-like	wild	none	Heather Robinson	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W76	TAX12B.SM 	17/11/2011	18/11/2011	22	yeast-like	wild	none	Heather Robinson	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W77	TAX12B.1	17/11/2011	18/11/2011	23	yeast-like	wild	none	Heather Robinson	positive control in Sniegowski enrichment medium, on Sniegowski selection plates and for DNA extraction
W78	TAX13-ve	17/11/2011	18/11/2011	24	none	NA	none	Heather Robinson	NA
W79	ZP565.1A.1	21/11/2011	23/11/2011	1	yeast-like	wild	none	Ana Pinharanda	positive control in Sniegowski enrichment medium, on Sniegowski selection plates and for DNA extraction
W80	OCK1B.1	21/11/2011	23/11/2011	2	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
W81	OCK1B1 .SM	21/11/2011	23/11/2011	3	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z1	OCK1C.1	21/11/2011	23/11/2011	4	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z2	OCK1C. SM	21/11/2011	23/11/2011	5	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z3	OCK5C.1	21/11/2011	23/11/2011	6	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z4	OCK5C. SM	21/11/2011	23/11/2011	7	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z5	OCK5D.1	21/11/2011	23/11/2011	8	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z6	OCK5D. SM	21/11/2011	23/11/2011	9	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z7	OCK5 -VE	21/11/2011	23/11/2011	10	na	na	none	Ana Pinharanda	na
Z8	OCK6C.1	21/11/2011	23/11/2011	11	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z9	OCK6C. SM	21/11/2011	23/11/2011	12	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z10	OCK7A.1	21/11/2011	23/11/2011	13	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z11	OCK7A. SM	21/11/2011	23/11/2011	14	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z12	OCK7B.1	21/11/2011	23/11/2011	15	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z13	OCK7B. SM	21/11/2011	23/11/2011	16	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z14	OCK11A.1	21/11/2011	23/11/2011	17	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z15	OCK11A. SM	21/11/2011	23/11/2011	18	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z16	OCK11C .1	21/11/2011	23/11/2011	19	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z17	OCK11C. SM	21/11/2011	23/11/2011	20	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z18	OCK11D.1	21/11/2011	23/11/2011	21	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z19	OCK11D. SM	21/11/2011	23/11/2011	22	na	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z20	OCK10-VE	21/11/2011	23/11/2011	23	yeast-like	na	na	Ana Pinharanda	na
Z21	ZP565.1A. SM	21/11/2011	23/11/2011	24	S. cerevisiae	wild	none	Ana Pinharanda	positive control in Sniegowski enrichment medium, on Sniegowski selection plates and for DNA extraction
Z22	ZP565.1A.1	21/11/2011	23/11/2011	1	S. cerevisiae	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate). positive control
Z23	OCK1B.1	21/11/2011	23/11/2011	2	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z24	OCK1B .SM	21/11/2011	23/11/2011	3	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z25	OCK1C .1	21/11/2011	23/11/2011	4	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z26	OCK1C. SM	21/11/2011	23/11/2011	5	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z27	OCK5C. 1	21/11/2011	23/11/2011	6	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z28	OCK5C .SM	21/11/2011	23/11/2011	7	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z29	OCK5D.1	21/11/2011	23/11/2011	8	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z30	OCK5D. SM	21/11/2011	23/11/2011	9	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z31	OCK5-VE	21/11/2011	23/11/2011	10	yeast-like	na	none	Ana Pinharanda	na
Z32	OCK6C.1	21/11/2011	23/11/2011	11	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z33	OCK6C .SM	21/11/2011	23/11/2011	12	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z34	OCK7A.1	21/11/2011	23/11/2011	13	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z35	OCK7A .SM	21/11/2011	23/11/2011	14	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z36	OCK7B .1	21/11/2011	23/11/2011	15	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z37	OCK7B .SM	21/11/2011	23/11/2011	16	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z38	OCK11A.1	21/11/2011	23/11/2011	17	yeast-like	wild	none	Ana Pinharanda	single yeast-like colony picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
Z39	OCK11A. SM	21/11/2011	23/11/2011	18	yeast-like	wild	none	Ana Pinharanda	many yeast-like colonies picked from methyl-alpha-D-glucopyranoside. (Sniegowski selection plate).
